"ORG","MUSTERDATENSATZ","THEMA","BEZEICHNUNG","ART","LEIKA"," KGST","NRW","Kategorie","dcat:theme","dct:title","dct:description","dcat:landingPage","dct:identifier","dcat:Distribution.dct:license","dct:publisher foaf:Agent"
"Stadt Bonn","Liegenschaften - Gebäude","Liegenschaften","Gebäude","Bericht","111.14","111.14","11402","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Projektstatusberichte Konferenzzentrum","Mit den öffentlichen Projektstatusberichten berichtet die Verwaltung über den aktuellen Sachstand zum Konferenzzentrum. Wie gewohnt, ist der Bericht in einen öffentlichen sowie einen nichtöffentlichen Teil aufgeteilt.
Die öffentliche Teile sind hier abrufbar.
","https://opendata.bonn.de/dataset/projektstatusberichte-konferenzzentrum","e1139a24-6eb3-4144-b123-62a8864e319a","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Liegenschaften - Grundstücke","Liegenschaften","Grundstücke","Standorte","111.14","111.14","11402","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Städtische Liegenschaften (Grundstücke)","Die API liefert die Flächen aller städtischer Liegenschaften (Grundstücke der Stadt Bonn) im Bonner Stadtgebiet mit Ausnahme von Pachtgrundstücken.","https://opendata.bonn.de/dataset/st%C3%A4dtische-liegenschaften-grundst%C3%BCcke","d48f8880-47a1-4088-88d7-14dca08e681e","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Moers","Liegenschaften - Jahresberichte","Liegenschaften","Jahresberichte","Übersicht/Statistik","111.14","111.14","11402","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Moers: Baustatistik","Der Datensatz enthält Informationen über das Bauverhalten im Moerser Stadtgebiet. Die Aktualisierung erfolgt jährlich.","http://www.offenedaten.moers.de","026b6bd5-e078-4f77-b15b-8063e7b740ea","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Köln","Liegenschaften - Jahresberichte","Liegenschaften","Jahresberichte","Bericht","111.14","111.14","11402","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Gebaeudewirtschaft der Stadt Koeln Jahresbericht","<p>Bilanz und GuV der Gebäudewirtschaft der Stadt Köln zur Zeit für das Jahr 2012. Sobald neuere Berichte vorliegen werden diese auch hier zur Verfügung gestellt.</p>

<p>Â </p>
","https://offenedaten-koeln.de/dataset/gebaeudewirtschaft-der-stadt-koeln-jahresbericht","89df6b04-6630-4727-9556-cee489694c6f","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Landeshauptstadt Düsseldorf","Museen - Besucherzahlen","Museen","Besucherzahlen","Übersicht/Statistik","221.01","251","2","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Besucherzahlen der Museen und Sammlungen seit 1999 in Düsseldorf","<p>Der Datensatz enthält die Besucherzahlen der Museen in Düsseldorf.</p><ul><li>Ab 2010 wurde die Art der Erfassung durch das Kulturamt der Stadt Düsseldorf geändert</li><li>Die Besucherzahlen des Filmmuseums wurden ab 2008 mit denen des Kinos ""Black Box"" zusammen gezählt.</li><li>K20, Ehemals ""Kunstsammlung Nordrhein-Westfalen"". K20 vom 01. Mai 2008 bis 10. Juni 2010 geschlossen.</li><li>K21, Eröffnung am 02.09.2001.</li><li>KIT, Eröffnung am 10. Februar 2007</li><li>Museum Kunst Palast, Ehemals ""Kunstmuseum Düsseldorf"". Wiedereröffnung im September 2001 unter neuer Bezeichnung.</li><li>NRW-Forum Kultur und Wirtschaft, Ehemals ""Landesmuseum Volk und Wirtschaft"", ist seit dem 04. November 1997 geschlossen. Wiedereröffnung am 22. Oktober 1998 unter neuer Bezeichnung.</li><li>Löbbecke-Museum + Aquazoo seit November 2013 wegen Umbaumaßnahmen geschlossen.</li><li>Schifffahrt-Museum im Schlossturm, ab Dezember 1998 wegen Umbauarbeiten geschlossen. Wiedereröffnung im Mai 2001. Gehörte bis 2007 zum Stadtmuseum, Teilschließung wegen Baumaßnahmen in 2004, 2005 und 2010.</li><li>Städtische Kunsthalle, vom 21. August 2001 geschlossen, Wiedereröffnung am 07. Juli 2002</li><li>Stiftung Schloss und Park Benrath, beinhaltet die Besucherzahlen des Schloss Benrath und des Naturkundlichen Heimatmuseums Benrath. Seit dem 20. April 2002 werden auch die Besucherzahlen des Museums für Europäische Gartenkunst hinzugezählt.</li></ul><p>Die Datei ""Besucherzahlen der Museen und Sammlungen von 1999 bis 2016"" enthält folgende Spalteninformationen:</p><ul><li>Museen und Sammlungen: Name des Museums oder Sammlung</li><li>1999 – 2016: Gesamtzahl der Besucherinnen und Besucher</li></ul>","https://opendata.duesseldorf.de/dataset/besucherzahlen-der-museen-und-sammlungen-seit-1999-d%C3%BCsseldorf","19669dc1-9555-4759-abcc-addf7cb7b694","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Landeshauptstadt Düsseldorf","Museen - Einrichtungen","Museen","Einrichtungen","Standorte","221.01","251","2","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Düsseldorfer Museen","<p>Der Datensatz enthält die Namen und Anschriften der Düsseldorfer Museen.</p><p>Die Datei â€žDüsseldorfer Museenâ€œ enthält folgende Spalteninformationen:</p><ul><li>Name: Name des Museums</li><li>Straße: Standort des Museums</li><li>Postleitzahl: Postleitzahl des Standortes</li><li>Art: Art des Museums</li></ul><p>Â </p><p>Die geocodierten Dateien sind ergänzt um die Informationen in den Spalten</p><ul><li>Latitude</li><li>Longitude</li><li>Altitude</li><li>Geometry</li></ul><p>Â </p><p>Die Dateien mit erweiterten Informationen enthalten dann noch zusätzlich die Spalten</p><ul><li>Internet: Internetauftritt des Museums</li><li>Beschreibung: Allgemein beschreibender Text zum jeweiligen Museum</li></ul><p>Â </p>","https://opendata.duesseldorf.de/dataset/d%C3%BCsseldorfer-museen","ed17b7dc-e87e-4a05-9641-ec3facd83d50","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Stadt Bonn","Museen - Einrichtungen","Museen","Einrichtungen","Standorte","221.01","251","2","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Bonn: Standorte von Museen in Bonn","Die API gibt die die Standorte der Museen in Bonn aus.","https://opendata.bonn.de/dataset/standorte-von-museen-bonn","85590f14-5c9a-4237-9ba3-f77710ac26ce","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Köln","Museen - Einrichtungen","Museen","Einrichtungen","Standorte","221.01","251","2","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Köln: Museen in Köln - Standorte","<p>Georeferenzierte Auflistung der Kölner Museen. Eine Kartenbasierte Darstellung kann hier eingesehen werden:Â <a href=""http://www.stadt-koeln.de/service/stadtplan?layer=museum"">http://www.stadt-koeln.de/service/stadtplan?layer=museum</a></p><p>Â </p><p>Felder:</p><ul><li>OBJECTID (Type: esriFieldTypeOID, Alias: OBJECTID)</li><li>ADRESS_NR (Type: esriFieldTypeString, Alias: Adress-Nr_, Length: 12 )</li><li>NAME (Type: esriFieldTypeString, Alias: Name, Length: 26 )</li><li>ADRESSE (Type: esriFieldTypeString, Alias: Adresse, Length: 41 )</li><li>HAUSNR (Type: esriFieldTypeString, Alias: Hausnummer, Length: 5 )</li><li>STADTBEZIRK (Type: esriFieldTypeString, Alias: Stadtbezirk, Length: 25 )</li><li>STADTTEIL (Type: esriFieldTypeString, Alias: Stadtteil, Length: 25 )</li><li>STADTVIERTEL (Type: esriFieldTypeString, Alias: Stadtviertel, Length: 25 )</li><li>POSTLEITZAHL (Type: esriFieldTypeString, Alias: Postzustellbezirk, Length: 5 )</li><li>HYPERLINK (Type: esriFieldTypeString, Alias: Link, Length: 75 )</li><li>NAME_LANG (Type: esriFieldTypeString, Alias: Langname, Length: 60 )</li><li>TRAEGER (Type: esriFieldTypeString, Alias: Träger, Length: 20 )</li><li>X_KOORDINATE (Type: esriFieldTypeDouble, Alias: X-Koordinate)</li><li>Y_KOORDINATE (Type: esriFieldTypeDouble, Alias: Y-Koordinate)</li><li>SHAPE (Type: esriFieldTypeGeometry, Alias: Shape)</li></ul><p>Â </p><p><strong>Information:</strong></p><p>Â </p><p>Neben den oben angegebenen X,Y Koordinaten mit dem Bezugssystem WGS_1984_UTM_Zone_32N, gibt es ein weiteres Feld ""geometry"", welches die X/Y Koordinaten im Bezugssystem WGS84 (EPSG:4326) ausgibt.</p>","https://offenedaten-koeln.de/dataset/museen-k%C3%B6ln-standorte","4220a5b0-7b65-44a3-8125-47bd635af20f","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Museen - Einrichtungen","Museen","Einrichtungen","Übersicht/Statistik","221.01","251","2","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Köln: Museen und Museumsdienste in Köln - Statistik","<p>Besucher- und weiterführende Statistiken der Kölner Museen und der Museumsdienste für die Jahre 2012 und 2013</p>
","https://offenedaten-koeln.de/dataset/museen-und-museumsdienste-k%C3%B6ln-statistik","7a508517-44da-4cf2-addd-9306cffa3cd3","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Museen - Einrichtungen","Museen","Einrichtungen","Übersicht/Statistik","221.01","251","2","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Köln: Museumsdienste Koeln 2015","<p>Statistik zu Führungen, Kreative Arbeit, Lehrer- und Multiplikatorenfortbildung und Museumsschule für die Jahre 2014 und 2015.</p>
","https://offenedaten-koeln.de/dataset/museumsdienste-koeln-2015","cc4a8080-20ba-4354-990b-811fb05e6e60","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Moers","Musikschulen - Jahresrechnung","Musikschulen","Jahresrechnung","Bericht","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Jahresrechnung der Moerser Musikschule 2014","Der Datensatz enthält die Jahresrechnung der Moerser Musikschule 2014.","http://offenedaten.moers.de","8a226d61-d19e-4162-8605-692f4380f951","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Jahresrechnung","Musikschulen","Jahresrechnung","Bericht","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Jahresrechnung der Moerser Musikschule 2015","Der Datensatz enthält die Jahresrechnung der Moerser Musikschule 2015.","http://www.offenedaten.moers.de","efc0a58c-2ea0-49bb-8a88-7065784f7737","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Jahresrechnung","Musikschulen","Jahresrechnung","Bericht","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Jahresrechnung der Moerser Musikschule 2016","In der Tabelle sehen Sie die Jahresrechnung der Moerser Musikschule 2016. Die Darstellung entspricht dem Jahresabschluss 2016","http://www.offenedaten.moers.de","141a670d-d2c7-45ce-85a5-a9202866c037","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Jahresrechnung","Musikschulen","Jahresrechnung","Bericht","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Jahresrechnung der Moerser Musikschule 2017","In der Tabelle sehen Sie die Jahresrechnung der Moerser Musikschule 2016. Die Darstellung entspricht dem Jahresabschluss 2017","http://www.offenedaten.moers.de","52d83647-f9b6-4429-afb7-892e78254aff","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Jahresrechnung","Musikschulen","Jahresrechnung","Übersicht/Statistik","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Jahresrechnung der Moerser Musikschule 2012","Der Datensatz enthält die Jahresrechnung der Moerser Musikschule 2012.","http://www.offenedaten.moers.de","19d4e6b4-b146-41e0-934a-2ccb80a552ed","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Jahresrechnung","Musikschulen","Jahresrechnung","Übersicht/Statistik","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Jahresrechnung der Moerser Musikschule 2013","Der Datensatz enthält die Jahresrechnung der Moerser Musikschule 2013.","http://www.offenedaten.moers.de","3279a157-090e-4abc-9642-b037b3b6547f","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Teilnehmer","Musikschulen","Teilnehmer","Übersicht/Statistik","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Abmeldungen nach Instrumenten in der Moerser Musikschule 2012","Der Datensatz enthält die Abmeldungen nach Instrumenten in der Moerser Musikschule im Jahr 2012. Aktualisierung jährlich.","http://www.offenedaten.moers.de","9fc14bd7-47de-4337-b2ea-bbc5425b1e30","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Teilnehmer","Musikschulen","Teilnehmer","Übersicht/Statistik","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Teilnehmerbelegung nach Jahreswochenstunden von 1999 bis 2012 - Moerser Musikschule","Der Datensatz enthält die Teilnehmerbelegung nach Jahreswochenstunden von 1999 bis 2012.","http://www.offenedaten.moers.de","ad1624d4-6872-4e02-91d0-4041f68cb53a","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Teilnehmer","Musikschulen","Teilnehmer","Übersicht/Statistik","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Besucher und Mitwirkende der Veranstaltungen der Moerser Musikschule 2012","Der Datensatz enthält die Besucher und Mitwirkende der Veranstaltungen der Moerser Musikschule 2012. Die Aktualisierung erfolgt jährlich.","http://www.offenedaten.moers.de","7f43e588-a01c-4963-b0a2-d903977a358c","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Teilnehmer","Musikschulen","Teilnehmer","Übersicht/Statistik","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Besucher und Mitwirkende schulfremder Veranstaltungen der Moerser Musikschule","Der Datensatz enthält die Besucher und Mitwirkende schulfremder Veranstaltungen der Moerser Musikschule.","http://www.offenedaten.moers.de","de1f1629-bd78-4220-a0a6-1cb14383e1e1","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Teilnehmer","Musikschulen","Teilnehmer","Übersicht/Statistik","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Teilnehmer nach Instrumenten in der Moerser Musikschule im Schuljahr 2012/2013","Der Datensatz enthält die Teilnehmer nach Instrumenten in der Moerser Musikschule im Schuljahr 2012/2013.","http://www.offenedaten.moers.de","708de167-32a9-416a-abbe-2b1d135cf268","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Moers","Musikschulen - Unterrichtsangebot","Musikschulen","Unterrichtsangebot","Übersicht/Statistik","221.01","251","26300","Bildung, Kultur und Sport","http://publications.europa.eu/resource/authority/data-theme/EDUC","Stadt Moers: Entwicklung des Unterrichtsangebotes der Moerser Musikschule","Der Datensatz enthält die Entwicklung des Unterrichtsangebotes der Moerser Musikschule im Überblick.","http://www.offenedaten.moers.de","b0c59d2d-0489-4892-8589-013059b317fe","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Köln","Öffentliche Wirtschaft - Ausschreibungen Vergaben","Öffentliche Wirtschaft","Ausschreibungen Vergaben","Detail/Rohdaten","111.16","61","1110204","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Vergaben und Ausschreibungen Koeln","<p>Über die SchnittstelleÂ zum <a href=""https://vergabe.stadt-koeln.de/VMPSatellite/company/welcome.do"" target=""_blank"">Vergabemarktplatz</a>Â der Stadt KölnÂ können Sie die aktuellen Ausschreibungen und BekanntmachungenÂ abrufen.</p>
","https://offenedaten-koeln.de/dataset/vergaben-und-ausschreibungen-koeln","d2dcbccd-432d-48cf-b8dc-a27781740f5b","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Bonn","Öffentliche Wirtschaft - Ausschreibungen Vergaben","Öffentliche Wirtschaft","Ausschreibungen Vergaben","Detail/Rohdaten","111.16","61","1110204","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Ausschreibungen/ Vergabeverfahren","JSON-API für geplante und vergebene Aufträge der Bundesstadt Bonn. Auf Basis der sogenannten TIS-Schnittstelle des NRW-Vergabemarktplatz, die von vielen Kommunen und Nutzern der Vergabemarktplätze bereits verwendet wird, um die Bekanntmachungen der Vergabestelle auf der eigenen Homepage für die Wirtschaftsteilnehmer anzuzeigen, wurde in einem ersten Umsetzungsschritt eine Übersichtsliste mit JSON-API realisiert. Ausgegeben werden die geplanten und vergebenen städtischen Auftragsvergaben. Weitere Informationen zu den jeweiligen Vergabeverfahren sind zusätzlich noch www.evergabe.nrw.de abrufbar. Der Zugriff auf www.evergabe.nrw.de wurde mit freundlicher Unterstützung durch D-NRW für Bonn freigegeben.","https://opendata.bonn.de/dataset/ausschreibungen-vergabeverfahren","13327c4e-b11b-4578-a28c-0a1b179c1ede","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Beteiligungsbericht 2005","Seit 1994 erstellt die Verwaltung jährlich einen Bericht über die städtischen Beteiligungsgesellschaften, Eigenbetriebe und eigenbetriebsähnlichen Einrichtungen. Der Bericht soll dazu beitragen, die Betätigung der Bundesstadt Bonn in kommunalen Unternehmen für die Politik sowie für die Bonner Bürger transparenter zu machen. Basis des vorliegenden Beteiligungsberichts sind die geprüften Jahresabschlüsse des Geschäftsjahres 2004, ergänzt um aktuelle Entwicklungen des Jahres 2005. Darüber hinaus enthält der Bericht die wirtschaftlichen Grunddaten (Bilanzen sowie Gewinn- und Verlustrechnungen) der Jahre 2000 - 2004, so dass die mehrjährige Entwicklung der einzelnen Unternehmen nachvollzogen werden kann.","https://opendata.bonn.de/dataset/beteiligungsbericht-2005","d8051300-bd81-456f-9576-3035c8d405ec","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Beteiligungsbericht 2006","Seit 1994 erstellt die Verwaltung jährlich einen Bericht über die städtischen Beteiligungsgesellschaften, Eigenbetriebe und eigenbetriebsähnlichen Einrichtungen. Der Bericht soll dazu beitragen, die Betätigung der Bundesstadt Bonn in kommunalen Unternehmen für die Politik sowie für die Bonner Bürger transparenter zu machen.
Basis des vorliegenden Beteiligungsberichts sind die geprüften Jahresabschlüsse des Geschäftsjahres 2005, ergänzt um aktuelle Entwicklungen des Jahres 2006. Darüber hinaus enthält der Bericht die wirtschaftlichen Grunddaten (Bilanzen sowie Gewinn- und Verlustrechnungen) der Jahre 2001 - 2005, so dass die mehrjährige Entwicklung der einzelnen Unternehmen nachvollzogen werden kann.
","https://opendata.bonn.de/dataset/beteiligungsbericht-2006","f3186215-ac0c-41a1-aeae-2b0a8fde47c2","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Beteiligungsbericht 2007","Seit 1994 erstellt die Verwaltung jährlich einen Bericht über die städtischen Beteiligungsgesellschaften, Eigenbetriebe und eigenbetriebsähnlichen Einrichtungen. Der Bericht soll dazu beitragen, die Betätigung der Bundesstadt Bonn in kommunalen Unternehmen für die Politik sowie für die Bonner Bürger transparenter zu machen.
Basis des vorliegenden Beteiligungsberichts sind die geprüften Jahresabschlüsse des Geschäftsjahres 2006, ergänzt um aktuelle Entwicklungen des Jahres 2007. Darüber hinaus enthält der Bericht die wirtschaftlichen Grunddaten (Bilanzen sowie Gewinn- und Verlustrechnungen) der Jahre 2002 bis 2006, so dass die mehrjährige Entwicklung der einzelnen Unternehmen nachvollzogen werden kann.","https://opendata.bonn.de/dataset/beteiligungsbericht-2007","1c93b0d2-3ae5-4c8c-b4fa-016a80a89594","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Beteiligungsbericht 2009","Seit 1994 erstellt die Verwaltung jährlich einen Bericht über die städtischen Beteiligungsgesellschaften, Eigenbetriebe und eigenbetriebsähnlichen Einrichtungen. Der Bericht soll dazu beitragen, die Betätigung der Bundesstadt Bonn in kommunalen Unternehmen für die Politik sowie für die Bonner Bürger transparenter zu machen.
Basis des vorliegenden Beteiligungsberichts sind die geprüften Jahresabschlüsse der Geschäftsjahre 2007 und 2008, ergänzt um aktuelle Entwicklungen des Jahres 2009. Darüber hinaus enthält der Bericht die wirtschaftlichen Grunddaten (Bilanzen sowie Gewinn- und Verlustrechnungen) der Jahre 2004 bis 2008, so dass die mehrjährige Entwicklung der einzelnen Unternehmen nachvollzogen werden kann.","https://opendata.bonn.de/dataset/beteiligungsbericht-2009","6283b85f-562c-4b31-9a80-921b49b9a570","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Beteiligungsbericht 2012","Seit 1994 erstellt die Verwaltung Berichte über die städtischen Beteiligungsgesellschaften, Eigenbetriebe und eigenbetriebsähnlichen Einrichtungen. Die Berichte sollen dazu beitragen, die Betätigung der Bundesstadt Bonn in kommunalen Unternehmen für die Politik sowie für die Bonner Bürger transparenter zu machen.

Basis des vorliegenden Beteiligungsberichts sind die geprüften Jahresabschlüsse der Geschäftsjahre 2010 und 2011, ergänzt um aktuelle Entwicklungen des Jahres 2012. Darüber hinaus enthält der Bericht die wirtschaftlichen Grunddaten (Bilanzen sowie Gewinn- und Verlustrechnungen) der Jahre 2007 bis 2011, so dass die mehrjährige Entwicklung der einzelnen Unternehmen nachvollzogen werden kann.","https://opendata.bonn.de/dataset/beteiligungsbericht-2012","3a5e69f2-7dae-4d4a-99ab-95bd68a6fed3","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Beteiligungsbericht 2013","Seit 1994 erstellt die Verwaltung Berichte über die städtischen Beteiligungsgesellschaften, Eigenbetriebe und eigenbetriebsähnlichen Einrichtungen. Zwischenzeitlich hinzugekommen sind die Anstalten des öffentlichen Rechts und die Zweckverbände. Der Bericht soll dazu beitragen, die Betätigung der Bundesstadt Bonn in kommunalen Unternehmen für die Politik sowie für die Bonner Bürger transparenter zu machen.

Basis des vorliegenden Beteiligungsberichts sind u. a. die geprüften Jahresabschlüsse des Geschäftsjahres 2012. Darüber hinaus enthält der Bericht die wirtschaftlichen Grunddaten (Bilanzen sowie Gewinn- und Verlustrechnungen) der Jahre 2008 bis 2011, so dass die mehrjährige Entwicklung der einzelnen Unternehmen nachvollzogen werden kann.","https://opendata.bonn.de/dataset/beteiligungsbericht-2013","9c439992-925e-41ff-b5bf-2169fef0d692","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Beteiligungsbericht 2014","null","https://opendata.bonn.de/dataset/beteiligungsbericht-2014","177019e3-a8a6-4de9-b947-d4d2463fe9f7","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Beteiligungsbericht 2015","Seit 1994 erstellt die Verwaltung Berichte über die städtischen Beteiligungsgesellschaften, Eigenbetriebe und eigenbetriebsähnlichen Einrichtungen. Zwischenzeitlich hinzugekommen sind die Anstalten des öffentlichen Rechts und die Zweckverbände. Der Bericht soll dazu beitragen, die Betätigung der Bundesstadt Bonn in kommunalen Unternehmen für die Politik sowie für die Bonner Bürger transparenter zu machen. Basis des vorliegenden Beteiligungsberichts sind u. a. die geprüften Jahresabschlüsse des Geschäftsjahres 2014. Darüber hinaus enthält der Bericht die wirtschaftlichen Grunddaten (Bilanzen sowie Gewinn- und Verlustrechnungen) der Jahre 2010 bis 2013, so dass die mehrjährige Entwicklung der einzelnen Unternehmen nachvollzogen werden kann.
","https://opendata.bonn.de/dataset/beteiligungsbericht-2015","08e8c1c1-980f-4800-83dd-e691dedb2abf","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Moers","Öffentliche Wirtschaft - Beteiligungen","Öffentliche Wirtschaft","Beteiligungen","Bericht","111.16","61","62","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Moers: Städtische Beteiligungsgesellschaften in Moers","Der Datensatz enthält Informationen zu den städtischen Beteiligungsgesellschaften in Moers .","http://www.offenedaten.moers.de","7d2f71b5-6eba-4df9-b53e-a80023412358","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Bonn","Öffentlichkeitsarbeit - Amtsblatt","Öffentlichkeitsarbeit","Amtsblatt","Bericht","111.03","111.03","11103","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Amtsblatt","Das Amtsblatt der Bundesstadt Bonn ist das amtliche Bekanntmachungsorgan für Satzungen, Ortsrecht, Bebauungspläne, Widmungen, Tarife und Gebühren, Tagesordnungen und Termine der Sitzungen des Rates und besondere Vorschriften von Behörden.","https://opendata.bonn.de/dataset/amtsblatt","11ee15d3-4271-4784-9150-ff93bdc28e50","http://dcat-ap.de/def/licenses/ccpdm/1.0","Stadt Bonn"
